"i" "j" "cor" "p"
"2994" "total_coupon_disc" "nf_sales_q1" 0.280858325153733 0.280858325153733
"2995" "total_colli" "nf_sales_q1" 0.330388812474541 0.330388812474541
"2996" "total_pieces" "nf_sales_q1" 0.328799580852438 0.328799580852438
"2997" "distinct_categories" "nf_sales_q1" 0.371369251082491 0.371369251082491
"2998" "f_sales_q1" "nf_sales_q1" 0.482626870120977 0.482626870120977
"2999" "f_sales_last6mnths" "nf_sales_q1" 0.410920128143142 0.410920128143142
"3000" "f_sales_last12mnths" "nf_sales_q1" 0.361542313961447 0.361542313961447
"3001" "f_visits_q1" "nf_sales_q1" 0.376881911418394 0.376881911418394
"3002" "f_visits_last6mnths" "nf_sales_q1" 0.297965784325141 0.297965784325141
"3003" "f_visits_last12mnths" "nf_sales_q1" 0.239634050747385 0.239634050747385
"3004" "churn_flag" "nf_sales_last6mnths" -0.158289192108799 -0.158289192108799
"3005" "promo_sales_per" "nf_sales_last6mnths" -0.0165051747359531 -0.0165051747359531
"3006" "margin_per" "nf_sales_last6mnths" 0.16932586175334 0.16932586175334
"3007" "food_visits_per" "nf_sales_last6mnths" -0.0409346881371468 -0.0409346881371468
"3008" "food_sales_per" "nf_sales_last6mnths" -0.264796571886668 -0.264796571886668
"3009" "food_promo_per" "nf_sales_last6mnths" -0.0572141119276084 -0.0572141119276084
"3010" "non_food_promo_per" "nf_sales_last6mnths" -0.0530687843696296 -0.0530687843696296
"3011" "food_colli_per" "nf_sales_last6mnths" -0.201037638787447 -0.201037638787447
"3012" "food_pieces_per" "nf_sales_last6mnths" -0.200910702912134 -0.200910702912134
"3013" "recency" "nf_sales_last6mnths" -0.240021235868115 -0.240021235868115
"3014" "sales" "nf_sales_last6mnths" 0.503850439954443 0.503850439954443
"3015" "visits" "nf_sales_last6mnths" 0.263695951977815 0.263695951977815
"3016" "sales_last_12months" "nf_sales_last6mnths" 0.571163407440473 0.571163407440473
"3017" "visits_last_12months" "nf_sales_last6mnths" 0.305241092272033 0.305241092272033
"3018" "tenure..in.days." "nf_sales_last6mnths" 0.119057404728204 0.119057404728204
"3019" "Days.since.first.visit" "nf_sales_last6mnths" 0.0700575117807045 0.0700575117807045
"3020" "sales_q1" "nf_sales_last6mnths" 0.61452149262575 0.61452149262575
"3021" "sales_q3" "nf_sales_last6mnths" 0.366353694004694 0.366353694004694
"3022" "sales_q4" "nf_sales_last6mnths" 0.32876198877998 0.32876198877998
"3023" "sales_last_6months" "nf_sales_last6mnths" 0.662968433127872 0.662968433127872
"3024" "visits_q1" "nf_sales_last6mnths" 0.350331911652921 0.350331911652921
"3025" "visits_q3" "nf_sales_last6mnths" 0.200424081920503 0.200424081920503
"3026" "visits_q4" "nf_sales_last6mnths" 0.165686748427953 0.165686748427953
"3027" "visits_last_6months" "nf_sales_last6mnths" 0.366801956182294 0.366801956182294
"3028" "visit_months" "nf_sales_last6mnths" 0.295233327854757 0.295233327854757
"3029" "freq_last_6months" "nf_sales_last6mnths" -0.261551370601786 -0.261551370601786
"3030" "freq_last_12months" "nf_sales_last6mnths" -0.237251375319359 -0.237251375319359
"3031" "freq" "nf_sales_last6mnths" -0.192195116727341 -0.192195116727341
"3032" "freq_per_chg_yoy" "nf_sales_last6mnths" -0.0949941224992011 -0.0949941224992011
"3033" "freq_per_chg_6_6" "nf_sales_last6mnths" -0.182867593724657 -0.182867593724657
"3034" "sales_per_chg_yoy" "nf_sales_last6mnths" 0.0543752117714874 0.0543752117714874
"3035" "sales_per_chg_6_6" "nf_sales_last6mnths" 0.140144768536412 0.140144768536412
"3036" "sales_per_chg_q1_q2" "nf_sales_last6mnths" -0.0476380574287992 -0.0476380574287992
"3037" "visits_per_chg_yoy" "nf_sales_last6mnths" 0.0349079547363378 0.0349079547363378
"3038" "visits_per_chg_6_6" "nf_sales_last6mnths" 0.13144085889859 0.13144085889859
"3039" "visits_per_chg_q1_q2" "nf_sales_last6mnths" 0.000170878815509446 0.000170878815509446
"3040" "basket" "nf_sales_last6mnths" 0.374798517426143 0.374798517426143
"3041" "basket_q1" "nf_sales_last6mnths" 0.450980553336894 0.450980553336894
"3042" "basket_last_6months" "nf_sales_last6mnths" 0.466112699849162 0.466112699849162
"3043" "basket_last_12months" "nf_sales_last6mnths" 0.404651907105189 0.404651907105189
"3044" "basket_per_chg_yoy" "nf_sales_last6mnths" 0.0973202174343506 0.0973202174343506
"3045" "basket_per_chg_6_6" "nf_sales_last6mnths" 0.147921647815445 0.147921647815445
"3046" "basket_per_chg_q1_q2" "nf_sales_last6mnths" -0.0365418905023631 -0.0365418905023631
"3047" "consistency_mnth_cd" "nf_sales_last6mnths" 0.216140863110956 0.216140863110956
"3048" "consistency_qtr_cd" "nf_sales_last6mnths" 0.197593918341741 0.197593918341741
"3049" "expect_visit_flag" "nf_sales_last6mnths" -0.111258784822181 -0.111258784822181
"3050" "avg_main_cat" "nf_sales_last6mnths" 0.228884328333599 0.228884328333599
"3051" "avg_main_cat_q1" "nf_sales_last6mnths" 0.290193691719663 0.290193691719663
"3052" "avg_main_cat_last_6months" "nf_sales_last6mnths" 0.253107906617679 0.253107906617679
"3053" "avg_main_cat_last_12months" "nf_sales_last6mnths" 0.237447506882122 0.237447506882122
"3054" "avg_no_art" "nf_sales_last6mnths" 0.245891194105155 0.245891194105155
"3055" "avg_articles_q1" "nf_sales_last6mnths" 0.300413786650532 0.300413786650532
"3056" "avg_articles_last_6months" "nf_sales_last6mnths" 0.269237866719981 0.269237866719981
"3057" "avg_articles_last_12months" "nf_sales_last6mnths" 0.255469032483406 0.255469032483406
"3058" "avg_basket" "nf_sales_last6mnths" 0.374798517426143 0.374798517426143
"3059" "avg_basket_q1" "nf_sales_last6mnths" 0.450980553336894 0.450980553336894
"3060" "avg_basket_last_6months" "nf_sales_last6mnths" 0.466112699849162 0.466112699849162
"3061" "avg_basket_last_12months" "nf_sales_last6mnths" 0.404651907105189 0.404651907105189
"3062" "avg_main_cat_6_6" "nf_sales_last6mnths" 0.0488983346956057 0.0488983346956057
"3063" "avg_main_cat_q1_q2" "nf_sales_last6mnths" 0.0944373892666736 0.0944373892666736
"3064" "avg_main_cat_yoy" "nf_sales_last6mnths" 0.0136401450683738 0.0136401450683738
"3065" "avg_articles_6_6" "nf_sales_last6mnths" 0.044029694088151 0.044029694088151
"3066" "avg_articles_q1_q2" "nf_sales_last6mnths" 0.0842381892626571 0.0842381892626571
"3067" "avg_articles_yoy" "nf_sales_last6mnths" 0.0190131942786166 0.0190131942786166
"3068" "avg_basket_6_6" "nf_sales_last6mnths" 0.131698529065447 0.131698529065447
"3069" "avg_basket_q1_q2" "nf_sales_last6mnths" -0.0365418905023631 -0.0365418905023631
"3070" "avg_basket_yoy" "nf_sales_last6mnths" 0.0973202174268649 0.0973202174268649
"3071" "total_coupon_disc" "nf_sales_last6mnths" 0.352032446180457 0.352032446180457
"3072" "total_colli" "nf_sales_last6mnths" 0.414455541416192 0.414455541416192
"3073" "total_pieces" "nf_sales_last6mnths" 0.412698532973214 0.412698532973214
"3074" "distinct_categories" "nf_sales_last6mnths" 0.452562019663052 0.452562019663052
"3075" "f_sales_q1" "nf_sales_last6mnths" 0.476194359060132 0.476194359060132
"3076" "f_sales_last6mnths" "nf_sales_last6mnths" 0.509054443679612 0.509054443679612
"3077" "f_sales_last12mnths" "nf_sales_last6mnths" 0.464834293655714 0.464834293655714
"3078" "f_visits_q1" "nf_sales_last6mnths" 0.338669358080301 0.338669358080301
"3079" "f_visits_last6mnths" "nf_sales_last6mnths" 0.354201708883013 0.354201708883013
"3080" "f_visits_last12mnths" "nf_sales_last6mnths" 0.29691954584792 0.29691954584792
"3081" "nf_sales_q1" "nf_sales_last6mnths" 0.804776360468755 0.804776360468755
"3082" "churn_flag" "nf_sales_last12mnths" -0.169493900893757 -0.169493900893757
"3083" "promo_sales_per" "nf_sales_last12mnths" 0.0136000465058722 0.0136000465058722
"3084" "margin_per" "nf_sales_last12mnths" 0.157306281016298 0.157306281016298
"3085" "food_visits_per" "nf_sales_last12mnths" -0.0416637578530628 -0.0416637578530628
"3086" "food_sales_per" "nf_sales_last12mnths" -0.311382786213008 -0.311382786213008
"3087" "food_promo_per" "nf_sales_last12mnths" -0.0429501392260903 -0.0429501392260903
"3088" "non_food_promo_per" "nf_sales_last12mnths" -0.0246498014436005 -0.0246498014436005
"3089" "food_colli_per" "nf_sales_last12mnths" -0.23752551792526 -0.23752551792526
"3090" "food_pieces_per" "nf_sales_last12mnths" -0.237644008888582 -0.237644008888582
"3091" "recency" "nf_sales_last12mnths" -0.185714423001986 -0.185714423001986
"3092" "sales" "nf_sales_last12mnths" 0.624907607540981 0.624907607540981
"3093" "visits" "nf_sales_last12mnths" 0.342479752652265 0.342479752652265
"3094" "sales_last_12months" "nf_sales_last12mnths" 0.693766142373987 0.693766142373987
"3095" "visits_last_12months" "nf_sales_last12mnths" 0.385929038509261 0.385929038509261
"3096" "tenure..in.days." "nf_sales_last12mnths" 0.148802352971437 0.148802352971437
"3097" "Days.since.first.visit" "nf_sales_last12mnths" 0.0900790328678297 0.0900790328678297
"3098" "sales_q1" "nf_sales_last12mnths" 0.55271056986493 0.55271056986493
"3099" "sales_q3" "nf_sales_last12mnths" 0.573762952871627 0.573762952871627
"3100" "sales_q4" "nf_sales_last12mnths" 0.552242949286441 0.552242949286441
"3101" "sales_last_6months" "nf_sales_last12mnths" 0.629561147615704 0.629561147615704
"3102" "visits_q1" "nf_sales_last12mnths" 0.30458181028853 0.30458181028853
"3103" "visits_q3" "nf_sales_last12mnths" 0.345602545364315 0.345602545364315
"3104" "visits_q4" "nf_sales_last12mnths" 0.315925660770661 0.315925660770661
"3105" "visits_last_6months" "nf_sales_last12mnths" 0.345739085916405 0.345739085916405
"3106" "visit_months" "nf_sales_last12mnths" 0.373550506882141 0.373550506882141
"3107" "freq_last_6months" "nf_sales_last12mnths" -0.195479015048881 -0.195479015048881
"3108" "freq_last_12months" "nf_sales_last12mnths" -0.298761259292533 -0.298761259292533
"3109" "freq" "nf_sales_last12mnths" -0.275798061818874 -0.275798061818874
"3110" "freq_per_chg_yoy" "nf_sales_last12mnths" -0.102345271449583 -0.102345271449583
"3111" "freq_per_chg_6_6" "nf_sales_last12mnths" -0.0749289348507719 -0.0749289348507719
"3112" "sales_per_chg_yoy" "nf_sales_last12mnths" 0.0461151656454319 0.0461151656454319
"3113" "sales_per_chg_6_6" "nf_sales_last12mnths" -0.0689670446680745 -0.0689670446680745
"3114" "sales_per_chg_q1_q2" "nf_sales_last12mnths" -0.080680790971872 -0.080680790971872
"3115" "visits_per_chg_yoy" "nf_sales_last12mnths" 0.0158243542983634 0.0158243542983634
"3116" "visits_per_chg_6_6" "nf_sales_last12mnths" -0.0728286469955441 -0.0728286469955441
"3117" "visits_per_chg_q1_q2" "nf_sales_last12mnths" -0.0467503314917357 -0.0467503314917357
"3118" "basket" "nf_sales_last12mnths" 0.456633910652836 0.456633910652836
"3119" "basket_q1" "nf_sales_last12mnths" 0.410818733314096 0.410818733314096
"3120" "basket_last_6months" "nf_sales_last12mnths" 0.452886468569662 0.452886468569662
"3121" "basket_last_12months" "nf_sales_last12mnths" 0.487402695472712 0.487402695472712
"3122" "basket_per_chg_yoy" "nf_sales_last12mnths" 0.0946741743032436 0.0946741743032436
"3123" "basket_per_chg_6_6" "nf_sales_last12mnths" -0.0210522923003756 -0.0210522923003756
"3124" "basket_per_chg_q1_q2" "nf_sales_last12mnths" -0.064458655231164 -0.064458655231164
"3125" "consistency_mnth_cd" "nf_sales_last12mnths" 0.2676691804941 0.2676691804941
"3126" "consistency_qtr_cd" "nf_sales_last12mnths" 0.24654507106336 0.24654507106336
"3127" "expect_visit_flag" "nf_sales_last12mnths" -0.0326031509226635 -0.0326031509226635
"3128" "avg_main_cat" "nf_sales_last12mnths" 0.282596310413434 0.282596310413434
"3129" "avg_main_cat_q1" "nf_sales_last12mnths" 0.272696080735093 0.272696080735093
"3130" "avg_main_cat_last_6months" "nf_sales_last12mnths" 0.270608522486579 0.270608522486579
"3131" "avg_main_cat_last_12months" "nf_sales_last12mnths" 0.296725832054805 0.296725832054805
"3132" "avg_no_art" "nf_sales_last12mnths" 0.304018707701705 0.304018707701705
"3133" "avg_articles_q1" "nf_sales_last12mnths" 0.288223482533242 0.288223482533242
"3134" "avg_articles_last_6months" "nf_sales_last12mnths" 0.289060210158777 0.289060210158777
"3135" "avg_articles_last_12months" "nf_sales_last12mnths" 0.317931661997389 0.317931661997389
"3136" "avg_basket" "nf_sales_last12mnths" 0.456633910652836 0.456633910652836
"3137" "avg_basket_q1" "nf_sales_last12mnths" 0.410818733314096 0.410818733314096
"3138" "avg_basket_last_6months" "nf_sales_last12mnths" 0.452886468569662 0.452886468569662
"3139" "avg_basket_last_12months" "nf_sales_last12mnths" 0.487402695472712 0.487402695472712
"3140" "avg_main_cat_6_6" "nf_sales_last12mnths" -0.0567591992462155 -0.0567591992462155
"3141" "avg_main_cat_q1_q2" "nf_sales_last12mnths" 0.048533377723645 0.048533377723645
"3142" "avg_main_cat_yoy" "nf_sales_last12mnths" 0.0225274379058463 0.0225274379058463
"3143" "avg_articles_6_6" "nf_sales_last12mnths" -0.0294917053258489 -0.0294917053258489
"3144" "avg_articles_q1_q2" "nf_sales_last12mnths" 0.0368466414938429 0.0368466414938429
"3145" "avg_articles_yoy" "nf_sales_last12mnths" 0.0264733854932335 0.0264733854932335
"3146" "avg_basket_6_6" "nf_sales_last12mnths" -0.055669136107782 -0.055669136107782
"3147" "avg_basket_q1_q2" "nf_sales_last12mnths" -0.064458655231164 -0.064458655231164
"3148" "avg_basket_yoy" "nf_sales_last12mnths" 0.0946741742960966 0.0946741742960966
"3149" "total_coupon_disc" "nf_sales_last12mnths" 0.437258174697737 0.437258174697737
"3150" "total_colli" "nf_sales_last12mnths" 0.517817139411819 0.517817139411819
"3151" "total_pieces" "nf_sales_last12mnths" 0.51632111905983 0.51632111905983
"3152" "distinct_categories" "nf_sales_last12mnths" 0.570466785670793 0.570466785670793
"3153" "f_sales_q1" "nf_sales_last12mnths" 0.448553946765232 0.448553946765232
"3154" "f_sales_last6mnths" "nf_sales_last12mnths" 0.512938431173509 0.512938431173509
"3155" "f_sales_last12mnths" "nf_sales_last12mnths" 0.566197181795059 0.566197181795059
"3156" "f_visits_q1" "nf_sales_last12mnths" 0.296268846104301 0.296268846104301
"3157" "f_visits_last6mnths" "nf_sales_last12mnths" 0.335835190733273 0.335835190733273
"3158" "f_visits_last12mnths" "nf_sales_last12mnths" 0.376182593349763 0.376182593349763
"3159" "nf_sales_q1" "nf_sales_last12mnths" 0.650378910599673 0.650378910599673
"3160" "nf_sales_last6mnths" "nf_sales_last12mnths" 0.82423677860827 0.82423677860827
"3161" "churn_flag" "nf_visits_q1" -0.245933305743287 -0.245933305743287
"3162" "promo_sales_per" "nf_visits_q1" -0.00743483607006632 -0.00743483607006632
"3163" "margin_per" "nf_visits_q1" 0.0393954833301279 0.0393954833301279
"3164" "food_visits_per" "nf_visits_q1" 0.00772538741329533 0.00772538741329533
"3165" "food_sales_per" "nf_visits_q1" -0.0993381399331894 -0.0993381399331894
"3166" "food_promo_per" "nf_visits_q1" -0.0481276545205602 -0.0481276545205602
"3167" "non_food_promo_per" "nf_visits_q1" 0.0101765758818848 0.0101765758818848
"3168" "food_colli_per" "nf_visits_q1" -0.0876743574792684 -0.0876743574792684
"3169" "food_pieces_per" "nf_visits_q1" -0.085717336295082 -0.085717336295082
"3170" "recency" "nf_visits_q1" -0.477175289606586 -0.477175289606586
"3171" "sales" "nf_visits_q1" 0.445877480061296 0.445877480061296
"3172" "visits" "nf_visits_q1" 0.417159825554248 0.417159825554248
"3173" "sales_last_12months" "nf_visits_q1" 0.489651329900261 0.489651329900261
"3174" "visits_last_12months" "nf_visits_q1" 0.475137955905696 0.475137955905696
"3175" "tenure..in.days." "nf_visits_q1" 0.106867985858821 0.106867985858821
"3176" "Days.since.first.visit" "nf_visits_q1" 0.107215471027704 0.107215471027704
"3177" "sales_q1" "nf_visits_q1" 0.672017260509569 0.672017260509569
"3178" "sales_q3" "nf_visits_q1" 0.314033469578011 0.314033469578011
"3179" "sales_q4" "nf_visits_q1" 0.299048721367574 0.299048721367574
"3180" "sales_last_6months" "nf_visits_q1" 0.57171839431252 0.57171839431252
"3181" "visits_q1" "nf_visits_q1" 0.66662641897725 0.66662641897725
"3182" "visits_q3" "nf_visits_q1" 0.309940769406861 0.309940769406861
"3183" "visits_q4" "nf_visits_q1" 0.283009888143385 0.283009888143385
"3184" "visits_last_6months" "nf_visits_q1" 0.562952221422377 0.562952221422377
"3185" "visit_months" "nf_visits_q1" 0.441632669323664 0.441632669323664
"3186" "freq_last_6months" "nf_visits_q1" -0.337300636709277 -0.337300636709277
"3187" "freq_last_12months" "nf_visits_q1" -0.303260780347162 -0.303260780347162
"3188" "freq" "nf_visits_q1" -0.279742120595872 -0.279742120595872
"3189" "freq_per_chg_yoy" "nf_visits_q1" -0.104812791045168 -0.104812791045168
"3190" "freq_per_chg_6_6" "nf_visits_q1" -0.231715896564418 -0.231715896564418
"3191" "sales_per_chg_yoy" "nf_visits_q1" 0.0208229841569618 0.0208229841569618
"3192" "sales_per_chg_6_6" "nf_visits_q1" 0.120765896180568 0.120765896180568
"3193" "sales_per_chg_q1_q2" "nf_visits_q1" 0.122645325277323 0.122645325277323
"3194" "visits_per_chg_yoy" "nf_visits_q1" 0.0386041740615873 0.0386041740615873
"3195" "visits_per_chg_6_6" "nf_visits_q1" 0.184947579871126 0.184947579871126
"3196" "visits_per_chg_q1_q2" "nf_visits_q1" 0.256549865481739 0.256549865481739
"3197" "basket" "nf_visits_q1" 0.138915204798275 0.138915204798275
"3198" "basket_q1" "nf_visits_q1" 0.329533704373984 0.329533704373984
"3199" "basket_last_6months" "nf_visits_q1" 0.167196957265707 0.167196957265707
"3200" "basket_last_12months" "nf_visits_q1" 0.141801466246979 0.141801466246979
"3201" "basket_per_chg_yoy" "nf_visits_q1" -0.0100656720318984 -0.0100656720318984
"3202" "basket_per_chg_6_6" "nf_visits_q1" 0.0276573355409041 0.0276573355409041
"3203" "basket_per_chg_q1_q2" "nf_visits_q1" 0.101443471820435 0.101443471820435
"3204" "consistency_mnth_cd" "nf_visits_q1" 0.35895973974941 0.35895973974941
"3205" "consistency_qtr_cd" "nf_visits_q1" 0.301598805772279 0.301598805772279
"3206" "expect_visit_flag" "nf_visits_q1" -0.28436665968719 -0.28436665968719
"3207" "avg_main_cat" "nf_visits_q1" 0.137388268791805 0.137388268791805
"3208" "avg_main_cat_q1" "nf_visits_q1" 0.346491694616091 0.346491694616091
"3209" "avg_main_cat_last_6months" "nf_visits_q1" 0.152887455635889 0.152887455635889
"3210" "avg_main_cat_last_12months" "nf_visits_q1" 0.136047718116948 0.136047718116948
"3211" "avg_no_art" "nf_visits_q1" 0.130907294081679 0.130907294081679
"3212" "avg_articles_q1" "nf_visits_q1" 0.320565704508129 0.320565704508129
"3213" "avg_articles_last_6months" "nf_visits_q1" 0.1448125018568 0.1448125018568
"3214" "avg_articles_last_12months" "nf_visits_q1" 0.128854525791443 0.128854525791443
"3215" "avg_basket" "nf_visits_q1" 0.138915204798275 0.138915204798275
"3216" "avg_basket_q1" "nf_visits_q1" 0.329533704373984 0.329533704373984
"3217" "avg_basket_last_6months" "nf_visits_q1" 0.167196957265707 0.167196957265707
"3218" "avg_basket_last_12months" "nf_visits_q1" 0.141801466246979 0.141801466246979
"3219" "avg_main_cat_6_6" "nf_visits_q1" 0.0299149810687262 0.0299149810687262
"3220" "avg_main_cat_q1_q2" "nf_visits_q1" 0.225541908674573 0.225541908674573
"3221" "avg_main_cat_yoy" "nf_visits_q1" -0.0224846774360742 -0.0224846774360742
"3222" "avg_articles_6_6" "nf_visits_q1" 0.0103273627790384 0.0103273627790384
"3223" "avg_articles_q1_q2" "nf_visits_q1" 0.197210085241717 0.197210085241717
"3224" "avg_articles_yoy" "nf_visits_q1" -0.0231279478426115 -0.0231279478426115
"3225" "avg_basket_6_6" "nf_visits_q1" 0.0374036595907155 0.0374036595907155
"3226" "avg_basket_q1_q2" "nf_visits_q1" 0.101443471820435 0.101443471820435
"3227" "avg_basket_yoy" "nf_visits_q1" -0.0100656720365636 -0.0100656720365636
"3228" "total_coupon_disc" "nf_visits_q1" 0.27991774521713 0.27991774521713
"3229" "total_colli" "nf_visits_q1" 0.43381374315764 0.43381374315764
"3230" "total_pieces" "nf_visits_q1" 0.428583154287841 0.428583154287841
"3231" "distinct_categories" "nf_visits_q1" 0.458638843548132 0.458638843548132
"3232" "f_sales_q1" "nf_visits_q1" 0.592946599540742 0.592946599540742
"3233" "f_sales_last6mnths" "nf_visits_q1" 0.511276022552352 0.511276022552352
"3234" "f_sales_last12mnths" "nf_visits_q1" 0.443530998091649 0.443530998091649
"3235" "f_visits_q1" "nf_visits_q1" 0.647963625069011 0.647963625069011
"3236" "f_visits_last6mnths" "nf_visits_q1" 0.552635267555801 0.552635267555801
"3237" "f_visits_last12mnths" "nf_visits_q1" 0.467869383218125 0.467869383218125
"3238" "nf_sales_q1" "nf_visits_q1" 0.695404418485983 0.695404418485983
"3239" "nf_sales_last6mnths" "nf_visits_q1" 0.599220111642361 0.599220111642361
"3240" "nf_sales_last12mnths" "nf_visits_q1" 0.52382354807261 0.52382354807261
"3241" "churn_flag" "nf_visits_last6mnths" -0.269560907857852 -0.269560907857852
"3242" "promo_sales_per" "nf_visits_last6mnths" -0.0219704941371681 -0.0219704941371681
"3243" "margin_per" "nf_visits_last6mnths" 0.0178741538606716 0.0178741538606716
"3244" "food_visits_per" "nf_visits_last6mnths" 0.0109327176561848 0.0109327176561848
"3245" "food_sales_per" "nf_visits_last6mnths" -0.101738560262985 -0.101738560262985
"3246" "food_promo_per" "nf_visits_last6mnths" -0.0498558741915326 -0.0498558741915326
"3247" "non_food_promo_per" "nf_visits_last6mnths" -0.00394347424060388 -0.00394347424060388
"3248" "food_colli_per" "nf_visits_last6mnths" -0.091076799123156 -0.091076799123156
"3249" "food_pieces_per" "nf_visits_last6mnths" -0.0959065362222082 -0.0959065362222082
"3250" "recency" "nf_visits_last6mnths" -0.386943664127525 -0.386943664127525
"3251" "sales" "nf_visits_last6mnths" 0.562971201462585 0.562971201462585
"3252" "visits" "nf_visits_last6mnths" 0.522202838758761 0.522202838758761
"3253" "sales_last_12months" "nf_visits_last6mnths" 0.617031831433567 0.617031831433567
"3254" "visits_last_12months" "nf_visits_last6mnths" 0.60034221476463 0.60034221476463
"3255" "tenure..in.days." "nf_visits_last6mnths" 0.124973809268317 0.124973809268317
"3256" "Days.since.first.visit" "nf_visits_last6mnths" 0.133201307400119 0.133201307400119
"3257" "sales_q1" "nf_visits_last6mnths" 0.620104472653266 0.620104472653266
"3258" "sales_q3" "nf_visits_last6mnths" 0.43104683172501 0.43104683172501
"3259" "sales_q4" "nf_visits_last6mnths" 0.390343502494954 0.390343502494954
"3260" "sales_last_6months" "nf_visits_last6mnths" 0.687018646611494 0.687018646611494
"3261" "visits_q1" "nf_visits_last6mnths" 0.619020295657106 0.619020295657106
"3262" "visits_q3" "nf_visits_last6mnths" 0.426714127007881 0.426714127007881
"3263" "visits_q4" "nf_visits_last6mnths" 0.366003693770111 0.366003693770111
"3264" "visits_last_6months" "nf_visits_last6mnths" 0.681002237456427 0.681002237456427
"3265" "visit_months" "nf_visits_last6mnths" 0.561101488903383 0.561101488903383
"3266" "freq_last_6months" "nf_visits_last6mnths" -0.412253343292461 -0.412253343292461
"3267" "freq_last_12months" "nf_visits_last6mnths" -0.446910156124237 -0.446910156124237
"3268" "freq" "nf_visits_last6mnths" -0.382508235397626 -0.382508235397626
"3269" "freq_per_chg_yoy" "nf_visits_last6mnths" -0.165158312203087 -0.165158312203087
"3270" "freq_per_chg_6_6" "nf_visits_last6mnths" -0.275840233877 -0.275840233877
"3271" "sales_per_chg_yoy" "nf_visits_last6mnths" 0.0286603580052566 0.0286603580052566
"3272" "sales_per_chg_6_6" "nf_visits_last6mnths" 0.0882056182553597 0.0882056182553597
"3273" "sales_per_chg_q1_q2" "nf_visits_last6mnths" -0.146958760659927 -0.146958760659927
"3274" "visits_per_chg_yoy" "nf_visits_last6mnths" 0.0572560823947751 0.0572560823947751
"3275" "visits_per_chg_6_6" "nf_visits_last6mnths" 0.167283122977132 0.167283122977132
"3276" "visits_per_chg_q1_q2" "nf_visits_last6mnths" -0.0497558175501037 -0.0497558175501037
"3277" "basket" "nf_visits_last6mnths" 0.178279483845792 0.178279483845792
"3278" "basket_q1" "nf_visits_last6mnths" 0.278465587265538 0.278465587265538
"3279" "basket_last_6months" "nf_visits_last6mnths" 0.201389708239107 0.201389708239107
"3280" "basket_last_12months" "nf_visits_last6mnths" 0.177456902603363 0.177456902603363
"3281" "basket_per_chg_yoy" "nf_visits_last6mnths" -0.0206686539172189 -0.0206686539172189
"3282" "basket_per_chg_6_6" "nf_visits_last6mnths" 0.0123049372522789 0.0123049372522789
"3283" "basket_per_chg_q1_q2" "nf_visits_last6mnths" -0.123723833885835 -0.123723833885835
"3284" "consistency_mnth_cd" "nf_visits_last6mnths" 0.426481115589586 0.426481115589586
"3285" "consistency_qtr_cd" "nf_visits_last6mnths" 0.357496718347935 0.357496718347935
"3286" "expect_visit_flag" "nf_visits_last6mnths" -0.157403952689755 -0.157403952689755
"3287" "avg_main_cat" "nf_visits_last6mnths" 0.18314843823296 0.18314843823296
"3288" "avg_main_cat_q1" "nf_visits_last6mnths" 0.29325915906068 0.29325915906068
"3289" "avg_main_cat_last_6months" "nf_visits_last6mnths" 0.198754307331975 0.198754307331975
"3290" "avg_main_cat_last_12months" "nf_visits_last6mnths" 0.181228425152563 0.181228425152563
"3291" "avg_no_art" "nf_visits_last6mnths" 0.176595155238607 0.176595155238607
"3292" "avg_articles_q1" "nf_visits_last6mnths" 0.274127741470923 0.274127741470923
"3293" "avg_articles_last_6months" "nf_visits_last6mnths" 0.188247164823232 0.188247164823232
"3294" "avg_articles_last_12months" "nf_visits_last6mnths" 0.173633571831967 0.173633571831967
"3295" "avg_basket" "nf_visits_last6mnths" 0.178279483845792 0.178279483845792
"3296" "avg_basket_q1" "nf_visits_last6mnths" 0.278465587265538 0.278465587265538
"3297" "avg_basket_last_6months" "nf_visits_last6mnths" 0.201389708239107 0.201389708239107
"3298" "avg_basket_last_12months" "nf_visits_last6mnths" 0.177456902603363 0.177456902603363
"3299" "avg_main_cat_6_6" "nf_visits_last6mnths" 0.00664684489689861 0.00664684489689861
"3300" "avg_main_cat_q1_q2" "nf_visits_last6mnths" 0.105610624903139 0.105610624903139
"3301" "avg_main_cat_yoy" "nf_visits_last6mnths" -0.0292413315772063 -0.0292413315772063
"3302" "avg_articles_6_6" "nf_visits_last6mnths" -0.000738785749385107 -0.000738785749385107
"3303" "avg_articles_q1_q2" "nf_visits_last6mnths" 0.0829255235092078 0.0829255235092078
"3304" "avg_articles_yoy" "nf_visits_last6mnths" -0.0324322680770203 -0.0324322680770203
"3305" "avg_basket_6_6" "nf_visits_last6mnths" 0.00386088344988827 0.00386088344988827
"3306" "avg_basket_q1_q2" "nf_visits_last6mnths" -0.123723833885835 -0.123723833885835
"3307" "avg_basket_yoy" "nf_visits_last6mnths" -0.0206686539211866 -0.0206686539211866
"3308" "total_coupon_disc" "nf_visits_last6mnths" 0.347626621130881 0.347626621130881
"3309" "total_colli" "nf_visits_last6mnths" 0.547566069403845 0.547566069403845
"3310" "total_pieces" "nf_visits_last6mnths" 0.543517198558039 0.543517198558039
"3311" "distinct_categories" "nf_visits_last6mnths" 0.572410299575884 0.572410299575884
"3312" "f_sales_q1" "nf_visits_last6mnths" 0.568639804982112 0.568639804982112
